G_NUMBER	country	lineage	sublineage	isolation_date	new_id
G36184	Tanzania	L3	L3.1.1	02-11-2015	G36184/02-11-2015/1
G44596	Tanzania	L3	L3.1.1	02-11-2015	G44596/02-11-2015/1
G32138	Tanzania	L3	L3.1.1	03-11-2015	G32138/03-11-2015/1
G36217	Tanzania	L3	L3	03-11-2015	G36217/03-11-2015/1
G25804	Tanzania	L3	L3.1.1	03-11-2015	G25804/03-11-2015/1
G25817	Tanzania	L4	L4.3.4.2.1	04-11-2015	G25817/04-11-2015/1
G26901	Tanzania	L3	L3.1.1	05-11-2015	G26901/05-11-2015/1
G25807	Tanzania	L1	L1.1.2	05-11-2015	G25807/05-11-2015/1
G36166	Tanzania	L3	L3.1.1	04-11-2015	G36166/04-11-2015/1
G26905	Tanzania	L4	L4.3.3	06-11-2015	G26905/06-11-2015/1
G36158	Tanzania	L3	L3	10-11-2015	G36158/10-11-2015/1
G36127	Tanzania	L4	L4.3.4.2.1	11-11-2015	G36127/11-11-2015/1
G25811	Tanzania	L3	L3.1.1	11-11-2015	G25811/11-11-2015/1
G36216	Tanzania	L3	L3.1.1	11-11-2015	G36216/11-11-2015/1
G36178	Tanzania	L3	L3.1.1	11-11-2015	G36178/11-11-2015/1
G44606	Tanzania	L4	L4.1.2.1	13-11-2015	G44606/13-11-2015/1
G36117	Tanzania	L3	L3.1.1	16-11-2015	G36117/16-11-2015/1
G44607	Tanzania	L3	L3.1.1	16-11-2015	G44607/16-11-2015/1
G42466	Tanzania	L3	L3	17-11-2015	G42466/17-11-2015/1
G25816	Tanzania	L1	L1.1.2	17-11-2015	G25816/17-11-2015/1
G25819	Tanzania	L4	L4.8	23-11-2015	G25819/23-11-2015/1
G25809	Tanzania	L1	L1.1.2	25-11-2015	G25809/25-11-2015/1
G26904	Tanzania	L4	L4.3.4.2.1	26-11-2015	G26904/26-11-2015/1
G25801	Tanzania	L3	L3.1.1	30-11-2015	G25801/30-11-2015/1
G25802	Tanzania	L1	L1.1.2	03-12-2015	G25802/03-12-2015/1
G25803	Tanzania	L1	L1.2.2	03-12-2015	G25803/03-12-2015/1
G25806	Tanzania	L2	L2.2.1	04-12-2015	G25806/04-12-2015/1
G36125	Tanzania	L3	L3.1.2	07-12-2015	G36125/07-12-2015/1
G25812	Tanzania	L3	L3.1.1	07-12-2015	G25812/07-12-2015/1
G26911	Tanzania	L3	L3.1.1	10-12-2015	G26911/10-12-2015/1
G32164	Tanzania	L4	L4.3.4.2.1	10-12-2015	G32164/10-12-2015/1
G26914	Tanzania	L3	L3.1.1	10-12-2015	G26914/10-12-2015/1
G32187	Tanzania	L1	L1.1.2	10-12-2015	G32187/10-12-2015/1
G26916	Tanzania	L2	L2.2.1	11-12-2015	G26916/11-12-2015/1
G26935	Tanzania	L2	L2.2.1	11-12-2015	G26935/11-12-2015/1
G26936	Tanzania	L3	L3	14-12-2015	G26936/14-12-2015/1
G44711	Tanzania	L4	L4.3.4.2	14-12-2015	G44711/14-12-2015/1
G26912	Tanzania	L1	L1.1.2	16-12-2015	G26912/16-12-2015/1
G26934	Tanzania	L1	L1.1.2	21-12-2015	G26934/21-12-2015/1
G36221	Tanzania	L4	L4.2.2	18-12-2015	G36221/18-12-2015/1
G26919	Tanzania	L1	L1.1.2	22-12-2015	G26919/22-12-2015/1
G26927	Tanzania	L3	L3.1.1	21-12-2015	G26927/21-12-2015/1
G26915	Tanzania	L3	L3.1.1	23-12-2015	G26915/23-12-2015/1
G36107	Tanzania	L3	L3.1.1	23-12-2015	G36107/23-12-2015/1
G26924	Tanzania	L3	L3.1.1	06-01-2016	G26924/06-01-2016/1
G26928	Tanzania	L3	L3.1.1	07-01-2016	G26928/07-01-2016/1
G44701	Tanzania	L4	L4.3.4.2	08-01-2016	G44701/08-01-2016/1
G44727	Tanzania	L1	L1.2.2	08-01-2016	G44727/08-01-2016/1
G36188	Tanzania	L4	L4.3.4.2.1	08-01-2016	G36188/08-01-2016/1
G36208	Tanzania	L4	L4.2.2	08-01-2016	G36208/08-01-2016/1
G44702	Tanzania	L3	L3.1.2.1	13-01-2016	G44702/13-01-2016/1
G26902	Tanzania	L3	L3.1.1	13-01-2016	G26902/13-01-2016/1
G26900	Tanzania	L4	L4.3.4.2	13-01-2016	G26900/13-01-2016/1
G26932	Tanzania	L1	L1.1.2	14-01-2016	G26932/14-01-2016/1
G26909	Tanzania	L1	L1.1.2	14-01-2016	G26909/14-01-2016/1
G32127	Tanzania	L4	L4.3.4.2	14-01-2016	G32127/14-01-2016/1
G26920	Tanzania	L3	L3.1.1	27-01-2016	G26920/27-01-2016/1
G26899	Tanzania	L2	L2.2.1	18-01-2016	G26899/18-01-2016/1
G26925	Tanzania	L3	L3.1.1	18-01-2016	G26925/18-01-2016/1
G26930	Tanzania	L3	L3.1.1	21-01-2016	G26930/21-01-2016/1
G36201	Tanzania	L1	L1.1.2	22-01-2016	G36201/22-01-2016/1
G32277	Tanzania	L4	L4.3.4.2.1	25-01-2016	G32277/25-01-2016/1
G26908	Tanzania	L1	L1.1.2	26-01-2016	G26908/26-01-2016/1
G26907	Tanzania	L3	L3.1.1	03-02-2016	G26907/03-02-2016/1
G26917	Tanzania	L4	L4.3.4.2.1	04-02-2016	G26917/04-02-2016/1
G26926	Tanzania	L3	L3.1.1	04-02-2016	G26926/04-02-2016/1
G44709	Tanzania	L4	L4.3.4.2.1	08-02-2016	G44709/08-02-2016/1
G26922	Tanzania	L3	L3.1.1	09-02-2016	G26922/09-02-2016/1
G26929	Tanzania	L3	L3.1.1	10-02-2016	G26929/10-02-2016/1
G33407	Tanzania	L3	L3.1.1	11-02-2016	G33407/11-02-2016/1
G36126	Tanzania	L1	L1.1.2	10-02-2016	G36126/10-02-2016/1
G26910	Tanzania	L3	L3.1.1	11-02-2016	G26910/11-02-2016/1
G36203	Tanzania	L3	L3	11-02-2016	G36203/11-02-2016/1
G26931	Tanzania	L3	L3.1.1	17-02-2016	G26931/17-02-2016/1
G26921	Tanzania	L2	L2.2.1	18-02-2016	G26921/18-02-2016/1
G26903	Tanzania	L1	L1.1.2	18-02-2016	G26903/18-02-2016/1
G26913	Tanzania	L3	L3.1.1	22-02-2016	G26913/22-02-2016/1
G36131	Tanzania	L3	L3.1.1	19-02-2016	G36131/19-02-2016/1
G26918	Tanzania	L2	L2.2.1	22-02-2016	G26918/22-02-2016/1
G26923	Tanzania	L3	L3.1.1	24-02-2016	G26923/24-02-2016/1
G26933	Tanzania	L3	L3.1.1	25-02-2016	G26933/25-02-2016/1
G36223	Tanzania	L4	L4.3.4.2.1	29-02-2016	G36223/29-02-2016/1
G36213	Tanzania	L3	L3.1.1	29-02-2016	G36213/29-02-2016/1
G36169	Tanzania	L4	L4.3.4.2.1	03-03-2016	G36169/03-03-2016/1
G36108	Tanzania	L3	L3.1.1	11-03-2016	G36108/11-03-2016/1
G36174	Tanzania	L3	L3.1.1	18-03-2016	G36174/18-03-2016/1
G36207	Tanzania	L3	L3.1.1	23-03-2016	G36207/23-03-2016/1
G36147	Tanzania	L4	L4.3.3	24-03-2016	G36147/24-03-2016/1
G36225	Tanzania	L3	L3.1.1	30-03-2016	G36225/30-03-2016/1
G36136	Tanzania	L3	L3.1.1	31-03-2016	G36136/31-03-2016/1
G44730	Tanzania	L3	L3.1.1	01-04-2016	G44730/01-04-2016/1
G36171	Tanzania	L3	L3.1.1	01-04-2016	G36171/01-04-2016/1
G36157	Tanzania	L4	L4.3.4.2	04-04-2016	G36157/04-04-2016/1
G36160	Tanzania	L4	L4.6.1.1	06-04-2016	G36160/06-04-2016/1
G36219	Tanzania	L4	L4.3.4.2.1	14-04-2016	G36219/14-04-2016/1
G36214	Tanzania	L4	L4.8	15-04-2016	G36214/15-04-2016/1
G36114	Tanzania	L3	L3.1.1	15-04-2016	G36114/15-04-2016/1
G36189	Tanzania	L3	L3.1.1	20-04-2016	G36189/20-04-2016/1
G36226	Tanzania	L3	L3.1.1	20-04-2016	G36226/20-04-2016/1
G36162	Tanzania	L3	L3.1.1	20-04-2016	G36162/20-04-2016/1
G36210	Tanzania	L4	L4.2.2	22-04-2016	G36210/22-04-2016/1
G36118	Tanzania	L1	L1.1.2	21-04-2016	G36118/21-04-2016/1
G36176	Tanzania	L4	L4.6.2	25-04-2016	G36176/25-04-2016/1
G36112	Tanzania	L4	L4.6.1.1	28-04-2016	G36112/28-04-2016/1
G36194	Tanzania	L3	L3.1.1	28-04-2016	G36194/28-04-2016/1
G36181	Tanzania	L3	L3.1.1	28-04-2016	G36181/28-04-2016/1
G36199	Tanzania	L2	L2.2.1	04-05-2016	G36199/04-05-2016/1
G36196	Tanzania	L3	L3.1.1	05-05-2016	G36196/05-05-2016/1
G36192	Tanzania	L4	L4.6.2.2	11-05-2016	G36192/11-05-2016/1
G36140	Tanzania	L4	L4.6.1.1	11-05-2016	G36140/11-05-2016/1
G36116	Tanzania	L3	L3.1.1	11-05-2016	G36116/11-05-2016/1
G36153	Tanzania	L4	L4.4.1.1	13-05-2016	G36153/13-05-2016/1
G36119	Tanzania	L3	L3.1.1	19-05-2016	G36119/19-05-2016/1
G36122	Tanzania	L3	L3.1.1	19-05-2016	G36122/19-05-2016/1
G36124	Tanzania	L3	L3.1.1	27-05-2016	G36124/27-05-2016/1
G44713	Tanzania	L3	L3.1.1	31-05-2016	G44713/31-05-2016/1
G36167	Tanzania	L4	L4.2.2	03-06-2016	G36167/03-06-2016/1
G36168	Tanzania	L4	L4.1.2	07-06-2016	G36168/07-06-2016/1
G36138	Tanzania	L3	L3.1.1	13-06-2016	G36138/13-06-2016/1
G32176	Tanzania	L3	L3.1.1	14-06-2016	G32176/14-06-2016/1
G44707	Tanzania	L3	L3.1.1	15-06-2016	G44707/15-06-2016/1
G36148	Tanzania	L3	L3.1.1	15-06-2016	G36148/15-06-2016/1
G32286	Tanzania	L4	L4.3.4.2.1	16-06-2016	G32286/16-06-2016/1
G32242	Tanzania	L4	L4.3.4.2.1	17-06-2016	G32242/17-06-2016/1
G36187	Tanzania	L2	L2.2.1	17-06-2016	G36187/17-06-2016/1
G36129	Tanzania	L4	L4.3.4.2.1	20-06-2016	G36129/20-06-2016/1
G36123	Tanzania	L4	L4.8	21-06-2016	G36123/21-06-2016/1
G44706	Tanzania	L3	L3.1.1	22-06-2016	G44706/22-06-2016/1
G44704	Tanzania	L2	L2.2.1	23-06-2016	G44704/23-06-2016/1
G36145	Tanzania	L2	L2.2.1	27-06-2016	G36145/27-06-2016/1
G42452	Tanzania	L4	L4.3.4.2.1	27-06-2016	G42452/27-06-2016/1
G36137	Tanzania	L3	L3.1.1	28-06-2016	G36137/28-06-2016/1
G44728	Tanzania	L4	L4.3.4.2.1	28-06-2016	G44728/28-06-2016/1
G36179	Tanzania	L3	L3.1.1	29-06-2016	G36179/29-06-2016/1
G32290	Tanzania	L4	L4.3.3	04-07-2016	G32290/04-07-2016/1
G36205	Tanzania	L4	L4.2.2	13-07-2016	G36205/13-07-2016/1
G42438	Tanzania	L1	L1.1.2	14-07-2016	G42438/14-07-2016/1
G36146	Tanzania	L4	L4.3.4.2	18-07-2016	G36146/18-07-2016/1
G36151	Tanzania	L4	L4.3.3	19-07-2016	G36151/19-07-2016/1
G36180	Tanzania	L3	L3.1.1	19-07-2016	G36180/19-07-2016/1
G36215	Tanzania	L1	L1.2.2	20-07-2016	G36215/20-07-2016/1
G36163	Tanzania	L3	L3.1.1	25-07-2016	G36163/25-07-2016/1
G36144	Tanzania	L4	L4.3.4.2.1	25-07-2016	G36144/25-07-2016/1
G36218	Tanzania	L3	L3.1.1	27-07-2016	G36218/27-07-2016/1
G36175	Tanzania	L2	L2.2.1	28-07-2016	G36175/28-07-2016/1
G36161	Tanzania	L4	L4.6.2	29-07-2016	G36161/29-07-2016/1
G42458	Tanzania	L3	L3.1.1	01-08-2016	G42458/01-08-2016/1
G36120	Tanzania	L4	L4.3.4.2.1	04-08-2016	G36120/04-08-2016/1
G36186	Tanzania	L3	L3.1.1	04-08-2016	G36186/04-08-2016/1
G44622	Tanzania	L3	L3	02-08-2016	G44622/02-08-2016/1
G36135	Tanzania	L3	L3.1.1	03-08-2016	G36135/03-08-2016/1
G36159	Tanzania	L4	L4.6.2.2	03-08-2016	G36159/03-08-2016/1
G36110	Tanzania	L3	L3.1.1	04-08-2016	G36110/04-08-2016/1
G32129	Tanzania	L4		05-08-2016	G32129/05-08-2016/1
G44712	Tanzania	L4	L4.3.4.2.1	05-08-2016	G44712/05-08-2016/1
G32261	Tanzania	L3	L3.1.1	10-09-2016	G32261/10-09-2016/1
G44621	Tanzania	L3	L3.1.1	05-08-2016	G44621/05-08-2016/1
G44708	Tanzania	L2	L2.2.1	09-08-2016	G44708/09-08-2016/1
G42415	Tanzania	L1	L1.1.3	22-08-2016	G42415/22-08-2016/1
G36173	Tanzania	L3	L3.1.1	11-08-2016	G36173/11-08-2016/1
G36149	Tanzania	L4	L4.2.2	11-08-2016	G36149/11-08-2016/1
G36182	Tanzania	L3	L3.1.1	12-08-2016	G36182/12-08-2016/1
G36190	Tanzania	L3	L3.1.1	12-08-2016	G36190/12-08-2016/1
G33406	Tanzania	L4	L4.3.4.2.1	06-09-2016	G33406/06-09-2016/1
G33413	Tanzania	L3	L3.1.1	18-08-2016	G33413/18-08-2016/1
G36128	Tanzania	L3	L3.1.1	19-08-2016	G36128/19-08-2016/1
G44705	Tanzania	L1	L1.1.2	22-08-2016	G44705/22-08-2016/1
G36150	Tanzania	L4	L4.3.4.2	25-08-2016	G36150/25-08-2016/1
G36106	Tanzania	L4	L4.3.4.2.1	25-08-2016	G36106/25-08-2016/1
G36141	Tanzania	L3	L3.1.1	25-08-2016	G36141/25-08-2016/1
G36172	Tanzania	L2	L2.2.1	31-08-2016	G36172/31-08-2016/1
G36139	Tanzania	L4	L4.8	30-08-2016	G36139/30-08-2016/1
G36109	Tanzania	L4	L4.3.4.2	31-08-2016	G36109/31-08-2016/1
G36130	Tanzania	L3	L3.1.1	31-08-2016	G36130/31-08-2016/1
G36155	Tanzania	L4	L4.3.4.2.1	31-08-2016	G36155/31-08-2016/1
G36164	Tanzania	L3	L3.1.1	01-09-2016	G36164/01-09-2016/1
G36195	Tanzania	L1	L1.1.2	01-09-2016	G36195/01-09-2016/1
G36113	Tanzania	L3	L3.1.1	05-09-2016	G36113/05-09-2016/1
G33412	Tanzania	L4	L4.6.1.1	06-09-2016	G33412/06-09-2016/1
G33415	Tanzania	L3	L3.1.1	08-09-2016	G33415/08-09-2016/1
G33408	Tanzania	L4	L4.3.2.1	08-09-2016	G33408/08-09-2016/1
G44598	Tanzania	L3	L3.1.1	08-09-2016	G44598/08-09-2016/1
G32918	Tanzania	L4	L4.3.4.2.1	13-09-2016	G32918/13-09-2016/1
G32128	Tanzania	L4	L4.3.4.2.1	15-09-2016	G32128/15-09-2016/1
G36156	Tanzania	L2	L2.2.1	16-09-2016	G36156/16-09-2016/1
G36133	Tanzania	L3	L3.1.1	16-09-2016	G36133/16-09-2016/1
G44710	Tanzania	L4	L4.3.3	20-09-2016	G44710/20-09-2016/1
G33411	Tanzania	L3	L3.1.1	21-09-2016	G33411/21-09-2016/1
G33414	Tanzania	L3	L3.1.1	22-09-2016	G33414/22-09-2016/1
G36211	Tanzania	L3	L3.1.1	26-09-2016	G36211/26-09-2016/1
G36212	Tanzania	L4	L4.6.2	28-09-2016	G36212/28-09-2016/1
G36132	Tanzania	L3	L3.1.1	29-09-2016	G36132/29-09-2016/1
G32179	Tanzania	L3	L3.1.1	29-09-2016	G32179/29-09-2016/1
G36154	Tanzania	L4	L4.3.4.2.1	30-09-2016	G36154/30-09-2016/1
G32195	Tanzania	L4	L4.3.4.2.1	05-10-2016	G32195/05-10-2016/1
G36143	Tanzania	L3	L3.1.1	05-10-2016	G36143/05-10-2016/1
G36191	Tanzania	L4	L4.3.3	06-10-2016	G36191/06-10-2016/1
G32180	Tanzania	L2	L2.2.1	06-10-2016	G32180/06-10-2016/1
G32928	Tanzania	L3	L3.1.1	06-10-2016	G32928/06-10-2016/1
G32296	Tanzania	L4	L4.6.2.2	07-10-2016	G32296/07-10-2016/1
G32922	Tanzania	L3	L3.1.1	07-10-2016	G32922/07-10-2016/1
G32145	Tanzania	L2	L2.2.1	25-10-2016	G32145/25-10-2016/1
G32268	Tanzania	L4		10-10-2016	G32268/10-10-2016/1
G32222	Tanzania	L3	L3.1.1	11-10-2016	G32222/11-10-2016/1
G36121	Tanzania	L4	L4.3.4.2.1	11-10-2016	G36121/11-10-2016/1
G44609	Tanzania	L4	L4.3.3	11-10-2016	G44609/11-10-2016/1
G32239	Tanzania	L3	L3.1.1	12-10-2016	G32239/12-10-2016/1
G32159	Tanzania	L2	L2.2.1	12-10-2016	G32159/12-10-2016/1
G32233	Tanzania	L3	L3.1.1	13-10-2016	G32233/13-10-2016/1
G32143	Tanzania	L4	L4.3.4.2.1	17-10-2016	G32143/17-10-2016/1
G32264	Tanzania	L1	L1.2.2	17-10-2016	G32264/17-10-2016/1
G32228	Tanzania	L3	L3.1.1	19-10-2016	G32228/19-10-2016/1
G32250	Tanzania	L3	L3.1.1	21-10-2016	G32250/21-10-2016/1
G32142	Tanzania	L3	L3.1.1	21-10-2016	G32142/21-10-2016/1
G32155	Tanzania	L3	L3.1.1	24-10-2016	G32155/24-10-2016/1
G32267	Tanzania	L3	L3.1.1	25-10-2015	G32267/25-10-2015/1
G32257	Tanzania	L2	L2.2.1	26-10-2016	G32257/26-10-2016/1
G32905	Tanzania	L3	L3	26-10-2016	G32905/26-10-2016/1
G32300	Tanzania	L3	L3.1.1	24-10-2016	G32300/24-10-2016/1
G44605	Tanzania	L3	L3.1.1	01-11-2016	G44605/01-11-2016/1
G32166	Tanzania	L4	L4.3.4.2.1	02-11-2016	G32166/02-11-2016/1
G32196	Tanzania	L4	L4.3.4.2.1	02-11-2016	G32196/02-11-2016/1
G32301	Tanzania	L1	L1.1.3	02-11-2016	G32301/02-11-2016/1
G32141	Tanzania	L3	L3.1.1	04-11-2016	G32141/04-11-2016/1
G32189	Tanzania	L3	L3.1.1	07-11-2016	G32189/07-11-2016/1
G32224	Tanzania	L4	L4.3.4.2.1	07-11-2016	G32224/07-11-2016/1
G32207	Tanzania	L3	L3	09-11-2016	G32207/09-11-2016/1
G32903	Tanzania	L3	L3.1.1	10-11-2016	G32903/10-11-2016/1
G32200	Tanzania	L4	L4.3.4.2.1	14-11-2016	G32200/14-11-2016/1
G32293	Tanzania	L1	L1.1.2	16-11-2016	G32293/16-11-2016/1
G32163	Tanzania	L4	L4.3.4.2.1	17-11-2016	G32163/17-11-2016/1
G32891	Tanzania	L3	L3.1.1	17-11-2016	G32891/17-11-2016/1
G32924	Tanzania	L3	L3.1.1	17-11-2016	G32924/17-11-2016/1
G32900	Tanzania	L3	L3.1.1	24-11-2016	G32900/24-11-2016/1
G32132	Tanzania	L4	L4.3.4.2.1	25-11-2016	G32132/25-11-2016/1
G44618	Tanzania	L3	L3.1.1	25-11-2016	G44618/25-11-2016/1
G32232	Tanzania	L4	L4.1.2.1	28-11-2016	G32232/28-11-2016/1
G32285	Tanzania	L4	L4.3.3	29-11-2016	G32285/29-11-2016/1
G32287	Tanzania	L1	L1.2.2	30-11-2016	G32287/30-11-2016/1
G32226	Tanzania	L3	L3.1.1	01-12-2016	G32226/01-12-2016/1
G32265	Tanzania	L3	L3.1.1	13-12-2016	G32265/13-12-2016/1
G32235	Tanzania	L4	L4.3.4.1	13-12-2016	G32235/13-12-2016/1
G32244	Tanzania	L4	L4.1.1.1	13-12-2016	G32244/13-12-2016/1
G32177	Tanzania	L4	L4.3.4.2	16-12-2016	G32177/16-12-2016/1
G32188	Tanzania	L1	L1.2.2	20-12-2016	G32188/20-12-2016/1
G32916	Tanzania	L3	L3.1.1	17-01-2017	G32916/17-01-2017/1
G32907	Tanzania	L3	L3.1.1	27-01-2017	G32907/27-01-2017/1
G32231	Tanzania	L1	L1.1.3	27-01-2017	G32231/27-01-2017/1
G32902	Tanzania	L3	L3.1.1	27-01-2017	G32902/27-01-2017/1
G32927	Tanzania	L1	L1.1.2	27-01-2017	G32927/27-01-2017/1
G32161	Tanzania	L2	L2.2.1	31-01-2017	G32161/31-01-2017/1
G32930	Tanzania	L3	L3.1.1	31-01-2017	G32930/31-01-2017/1
G44600	Tanzania	L3	L3	07-02-2017	G44600/07-02-2017/1
G32221	Tanzania	L3	L3.1.1	08-02-2017	G32221/08-02-2017/1
G32938	Tanzania	L4	L4.3.4.2.1	09-02-2017	G32938/09-02-2017/1
G32926	Tanzania	L3	L3.1.1	10-02-2017	G32926/10-02-2017/1
G42464	Tanzania	L1	L1.1.2	10-02-2017	G42464/10-02-2017/1
G44595	Tanzania	L4	L4.2.2	10-02-2017	G44595/10-02-2017/1
G32208	Tanzania	L4	L4.3.4.2	10-02-2017	G32208/10-02-2017/1
G32252	Tanzania	L3	L3.1.1	14-02-2017	G32252/14-02-2017/1
G44597	Tanzania	L4	L4.3.4.1	15-02-2017	G44597/15-02-2017/1
G32913	Tanzania	L3	L3.1.1	16-02-2017	G32913/16-02-2017/1
G32256	Tanzania	L4	L4.3.4.2.1	20-02-2017	G32256/20-02-2017/1
G32898	Tanzania	L3	L3.1.1	17-02-2017	G32898/17-02-2017/1
G32929	Tanzania	L3	L3	22-02-2017	G32929/22-02-2017/1
G32253	Tanzania	L3	L3.1.1	01-03-2017	G32253/01-03-2017/1
G32174	Tanzania	L3	L3	02-03-2017	G32174/02-03-2017/1
G32920	Tanzania	L4	L4.3.4.2.1	15-03-2017	G32920/15-03-2017/1
G32904	Tanzania	L3	L3.1.1	08-03-2017	G32904/08-03-2017/1
G32886	Tanzania	L3	L3.1.1	08-03-2017	G32886/08-03-2017/1
G32923	Tanzania	L3	L3.1.1	13-03-2017	G32923/13-03-2017/1
G32931	Tanzania	L4	L4.2.2	16-03-2017	G32931/16-03-2017/1
G32934	Tanzania	L4	L4.3.3	20-03-2017	G32934/20-03-2017/1
G32912	Tanzania	L3	L3	20-03-2017	G32912/20-03-2017/1
G32169	Tanzania	L3	L3.1.1	21-03-2017	G32169/21-03-2017/1
G32134	Tanzania	L3	L3.1.1	31-03-2017	G32134/31-03-2017/1
G32223	Tanzania	L4	L4.3.4.2.1	03-04-2017	G32223/03-04-2017/1
G44603	Tanzania	L3	L3.1.1	03-04-2017	G44603/03-04-2017/1
G32247	Tanzania	L4	L4.3.4.2.1	05-04-2017	G32247/05-04-2017/1
G32915	Tanzania	L1	L1.1.2	05-04-2017	G32915/05-04-2017/1
G32919	Tanzania	L4		05-04-2017	G32919/05-04-2017/1
G32894	Tanzania	L4	L4.6.1.1	06-04-2017	G32894/06-04-2017/1
G32911	Tanzania	L3	L3.1.1	06-04-2017	G32911/06-04-2017/1
G32167	Tanzania	L3	L3.1.1	06-04-2017	G32167/06-04-2017/1
G32236	Tanzania	L3	L3.1.1	11-04-2017	G32236/11-04-2017/1
G32136	Tanzania	L4	L4.3.4.2	10-04-2017	G32136/10-04-2017/1
G32149	Tanzania	L4	L4.3.4.2.1	12-04-2017	G32149/12-04-2017/1
G32201	Tanzania	L4	L4.3.4.2.1	25-04-2017	G32201/25-04-2017/1
G32153	Tanzania	L1	L1.1.3	25-04-2017	G32153/25-04-2017/1
G32165	Tanzania	L3	L3.1.1	28-04-2017	G32165/28-04-2017/1
G32156	Tanzania	L4	L4.3.4.2.1	28-04-2017	G32156/28-04-2017/1
G32204	Tanzania	L4	L4.4.1.1	02-05-2017	G32204/02-05-2017/1
G32292	Tanzania	L4	L4.3.4.2.1	11-05-2017	G32292/11-05-2017/1
G32190	Tanzania	L3	L3.1.1	15-05-2017	G32190/15-05-2017/1
G32135	Tanzania	L4	L4.3.4.2.1	15-05-2017	G32135/15-05-2017/1
G32203	Tanzania	L4	L4.1.2.1	26-05-2017	G32203/26-05-2017/1
G32120	Tanzania	L3	L3.1.1	22-05-2017	G32120/22-05-2017/1
G32186	Tanzania	L3	L3.1.1	23-05-2017	G32186/23-05-2017/1
G42427	Tanzania	L3	L3.1.1	24-05-2017	G42427/24-05-2017/1
G32194	Tanzania	L4	L4.4.1.1	25-05-2017	G32194/25-05-2017/1
G44611	Tanzania	L3	L3.1.1	29-05-2017	G44611/29-05-2017/1
G32193	Tanzania	L3	L3.1.1	30-05-2017	G32193/30-05-2017/1
G32273	Tanzania	L2	L2.2.1	15-06-2017	G32273/15-06-2017/1
G32168	Tanzania	L3	L3.1.1	20-06-2017	G32168/20-06-2017/1
G32237	Tanzania	L4	L4.8	20-06-2017	G32237/20-06-2017/1
G32185	Tanzania	L3	L3.1.1	29-06-2017	G32185/29-06-2017/1
G32144	Tanzania	L3	L3.1.1	30-06-2017	G32144/30-06-2017/1
G32227	Tanzania	L3	L3.1.1	30-06-2017	G32227/30-06-2017/1
G32160	Tanzania	L3	L3.1.1	04-07-2017	G32160/04-07-2017/1
G44625	Tanzania	L2	L2.2.1	05-07-2017	G44625/05-07-2017/1
G44617	Tanzania	L2	L2.2.1	14-07-2017	G44617/14-07-2017/1
G32119	Tanzania	L3	L3.1.1	24-07-2017	G32119/24-07-2017/1
G32298	Tanzania	L4	L4.3.4.2.1	27-07-2017	G32298/27-07-2017/1
G32272	Tanzania	L3	L3.1.1	27-07-2017	G32272/27-07-2017/1
G32275	Tanzania	L3	L3.1.1	01-08-2017	G32275/01-08-2017/1
G42435	Tanzania	L4	L4.6.1.1	11-08-2017	G42435/11-08-2017/1
G32229	Tanzania	L3	L3.1.1	16-08-2017	G32229/16-08-2017/1
G32284	Tanzania	L3	L3.1.1	18-08-2017	G32284/18-08-2017/1
G32220	Tanzania	L4	L4.3.4.2	22-08-2017	G32220/22-08-2017/1
G32217	Tanzania	L3	L3.1.1	24-08-2017	G32217/24-08-2017/1
G32258	Tanzania	L3	L3.1.1	04-09-2017	G32258/04-09-2017/1
G42424	Tanzania	L3	L3.1.1	25-09-2017	G42424/25-09-2017/1
G32251	Tanzania	L3	L3.1.1	25-09-2017	G32251/25-09-2017/1
G32157	Tanzania	L2	L2.2.1	25-09-2017	G32157/25-09-2017/1
G32219	Tanzania	L3	L3	26-09-2017	G32219/26-09-2017/1
G32234	Tanzania	L3	L3.1.1	27-09-2017	G32234/27-09-2017/1
G42412	Tanzania	L4	L4.2.2	02-10-2017	G42412/02-10-2017/1
G42403	Tanzania	L2	L2.2.1	03-10-2017	G42403/03-10-2017/1
G32270	Tanzania	L3	L3	03-10-2017	G32270/03-10-2017/1
G32238	Tanzania	L3	L3.1.1	06-10-2017	G32238/06-10-2017/1
G44624	Tanzania	L1	L1.1.2	09-10-2017	G44624/09-10-2017/1
G32118	Tanzania	L3	L3.1.1	11-10-2017	G32118/11-10-2017/1
G32937	Tanzania	L3	L3.1.1	11-10-2017	G32937/11-10-2017/1
G32151	Tanzania	L2	L2.2.1	11-10-2017	G32151/11-10-2017/1
G32117	Tanzania	L3	L3.1.1	17-10-2017	G32117/17-10-2017/1
G32116	Tanzania	L3	L3.1.1	19-10-2017	G32116/19-10-2017/1
G44651	Tanzania	L1	L1.2.2	19-10-2017	G44651/19-10-2017/1
G32206	Tanzania	L1	L1.1.2	23-10-2017	G32206/23-10-2017/1
G32125	Tanzania	L3	L3.1.1	25-10-2017	G32125/25-10-2017/1
G44623	Tanzania	L4	L4.3.3	25-10-2017	G44623/25-10-2017/1
G42408	Tanzania	L2	L2.2.1	26-10-2017	G42408/26-10-2017/1
G32288	Tanzania	L3	L3.1.1	27-10-2017	G32288/27-10-2017/1
G32114	Tanzania	L4	L4.3.3	27-10-2017	G32114/27-10-2017/1
G32122	Tanzania	L4	L4.6.1.1	30-10-2017	G32122/30-10-2017/1
G44636	Tanzania	L1	L1.1.2	20-11-2017	G44636/20-11-2017/1
