G_NUMBER	country	lineage	sublineage	isolation_date	new_id
G24390	Vietnam	L1	L1.1.1.1	15-05-2010	G24390/15-05-2010/1
G24391	Vietnam	L2	L2.2.1	15-08-2010	G24391/15-08-2010/1
G24392	Vietnam	L2	L2.2.1	15-02-2010	G24392/15-02-2010/1
G24393	Vietnam	L4	L4.4.2	15-06-2010	G24393/15-06-2010/1
G24394	Vietnam	L2	L2.2.1	15-01-2010	G24394/15-01-2010/1
G24395	Vietnam	L1	L1.1.1	15-03-2010	G24395/15-03-2010/1
G24396	Vietnam	L2	L2.2.1	15-04-2010	G24396/15-04-2010/1
G24397	Vietnam	L1	L1.1.1.1	15-07-2010	G24397/15-07-2010/1
G24398	Vietnam	L2	L2.2.1	15-05-2010	G24398/15-05-2010/1
G24399	Vietnam	L2	L2.2.1	15-10-2010	G24399/15-10-2010/1
G24400	Vietnam	L1	L1.1.1.1	15-07-2010	G24400/15-07-2010/1
G24401	Vietnam	L2	L2.2.1.1	15-07-2010	G24401/15-07-2010/1
G24402	Vietnam	L1	L1.1.1.1	15-02-2010	G24402/15-02-2010/1
G24403	Vietnam	L2	L2.2.1	15-04-2010	G24403/15-04-2010/1
G24404	Vietnam	L1	L1.1.1.1	15-01-2010	G24404/15-01-2010/1
G24405	Vietnam	L2	L2.2.1.1	15-08-2010	G24405/15-08-2010/1
G24406	Vietnam	L2	L2.2.1	15-04-2010	G24406/15-04-2010/1
G24407	Vietnam	L1	L1.1.1.1	15-09-2010	G24407/15-09-2010/1
G24408	Vietnam	L2	L2.2.1	15-05-2010	G24408/15-05-2010/1
G24409	Vietnam	L2	L2.2.1	15-07-2010	G24409/15-07-2010/1
G24410	Vietnam	L2	L2.2.1	15-03-2010	G24410/15-03-2010/1
G24411	Vietnam	L2	L2.2.1.1	15-01-2010	G24411/15-01-2010/1
G24412	Vietnam	L4	L4.1.2.1	15-03-2010	G24412/15-03-2010/1
G24413	Vietnam	L2	L2.2.1	15-07-2010	G24413/15-07-2010/1
G24414	Vietnam	L2	L2.2.1	15-03-2010	G24414/15-03-2010/1
G24415	Vietnam	L1	L1.1.1.1	15-06-2010	G24415/15-06-2010/1
G24416	Vietnam	L2	L2.2.1.1	15-01-2010	G24416/15-01-2010/1
G24417	Vietnam	L1	L1.1.1.1	15-08-2010	G24417/15-08-2010/1
G24418	Vietnam	L1	L1.1.1.1	15-01-2010	G24418/15-01-2010/1
G24419	Vietnam	L2	L2.2.1.2	15-05-2010	G24419/15-05-2010/1
G24420	Vietnam	L1	L1.1.1.1	15-02-2010	G24420/15-02-2010/1
G24421	Vietnam	L2	L2.2.1.1	15-08-2010	G24421/15-08-2010/1
G24422	Vietnam	L2	L2.2.1.1	15-07-2010	G24422/15-07-2010/1
G24423	Vietnam	L2	L2.2.1	15-04-2010	G24423/15-04-2010/1
G24424	Vietnam	L2	L2.2.1	15-06-2010	G24424/15-06-2010/1
G24425	Vietnam	L2	L2.2.1	15-07-2010	G24425/15-07-2010/1
G24426	Vietnam	L1	L1.1.1.1	15-03-2010	G24426/15-03-2010/1
G24427	Vietnam	L2	L2.2.1	15-08-2010	G24427/15-08-2010/1
G24428	Vietnam	L2	L2.1	15-04-2010	G24428/15-04-2010/1
G24429	Vietnam	L2	L2.2.1.1	15-08-2010	G24429/15-08-2010/1
G24430	Vietnam	L2	L2.2.1	15-01-2010	G24430/15-01-2010/1
G24431	Vietnam	L1	L1.1.1.1	15-12-2009	G24431/15-12-2009/1
G24432	Vietnam	L2	L2.1	15-07-2010	G24432/15-07-2010/1
G24433	Vietnam	L2	L2.2.1	15-12-2009	G24433/15-12-2009/1
G24234	Vietnam	L2	L2.2.1	15-10-2010	G24234/15-10-2010/1
G24235	Vietnam	L2	L2.2.1	15-05-2010	G24235/15-05-2010/1
G24236	Vietnam	L2	L2.2.1	15-01-2010	G24236/15-01-2010/1
G24237	Vietnam	L4	L4.1.2.1	15-06-2010	G24237/15-06-2010/1
G24238	Vietnam	L2	L2.2.1	15-04-2010	G24238/15-04-2010/1
G24239	Vietnam	L2	L2.2.1	15-02-2011	G24239/15-02-2011/1
G24240	Vietnam	L2	L2.2.1	15-01-2010	G24240/15-01-2010/1
G24241	Vietnam	L2	L2.2.1	15-04-2010	G24241/15-04-2010/1
G24242	Vietnam	L2	L2.2.1	15-05-2010	G24242/15-05-2010/1
G24243	Vietnam	L1	L1.1.1.1	15-05-2010	G24243/15-05-2010/1
G24244	Vietnam	L2	L2.2.1	15-04-2010	G24244/15-04-2010/1
G24245	Vietnam	L2	L2.2.1	15-08-2010	G24245/15-08-2010/1
G24246	Vietnam	L2	L2.2.1	15-05-2010	G24246/15-05-2010/1
G24247	Vietnam	L4	L4.5	15-03-2010	G24247/15-03-2010/1
G24248	Vietnam	L2	L2.2.1	15-02-2010	G24248/15-02-2010/1
G24249	Vietnam	L2	L2.2.1.1	15-02-2010	G24249/15-02-2010/1
G24250	Vietnam	L1	L1.1.1.1	15-07-2010	G24250/15-07-2010/1
G24251	Vietnam	L1	L1.1.1.1	15-04-2010	G24251/15-04-2010/1
G24252	Vietnam	L2	L2.2.1	15-06-2010	G24252/15-06-2010/1
G24253	Vietnam	L4	L4.4.2	15-04-2010	G24253/15-04-2010/1
G24254	Vietnam	L2	L2.2.1.1	15-05-2010	G24254/15-05-2010/1
G24255	Vietnam	L4	L4.2.2	15-02-2010	G24255/15-02-2010/1
G24256	Vietnam	L4	L4.6.2.2	15-03-2010	G24256/15-03-2010/1
G24257	Vietnam	L2	L2.2.1	15-07-2010	G24257/15-07-2010/1
G24258	Vietnam	L2	L2.1	15-08-2010	G24258/15-08-2010/1
G24259	Vietnam	L1	L1.1.1.1	15-12-2009	G24259/15-12-2009/1
G24260	Vietnam	L2	L2.2.1	15-06-2010	G24260/15-06-2010/1
G24261	Vietnam	L1	L1.1.1	15-03-2010	G24261/15-03-2010/1
G24262	Vietnam	L2	L2.2.1	15-03-2010	G24262/15-03-2010/1
G24263	Vietnam	L1	L1.1.1	15-07-2010	G24263/15-07-2010/1
G24264	Vietnam	L2	L2.2.1	15-01-2010	G24264/15-01-2010/1
G24265	Vietnam	L2	L2.2.1	15-05-2010	G24265/15-05-2010/1
G24266	Vietnam	L2	L2.2.1.1	15-04-2010	G24266/15-04-2010/1
G24267	Vietnam	L4	L4.2.2	15-01-2010	G24267/15-01-2010/1
G24268	Vietnam	L2	L2.2.1	15-08-2010	G24268/15-08-2010/1
G24269	Vietnam	L1	L1.1.1.1	15-05-2010	G24269/15-05-2010/1
G24270	Vietnam	L2	L2.2.1.1	15-05-2010	G24270/15-05-2010/1
G24271	Vietnam	L2	L2.2.1	15-06-2010	G24271/15-06-2010/1
G24272	Vietnam	L2	L2.2.1	15-07-2010	G24272/15-07-2010/1
G24273	Vietnam	L2	L2.2.1	15-03-2010	G24273/15-03-2010/1
G24274	Vietnam	L1	L1.1.1	15-05-2010	G24274/15-05-2010/1
G24275	Vietnam	L1	L1.1.1	15-07-2010	G24275/15-07-2010/1
G24276	Vietnam	L1	L1.2.1	15-05-2010	G24276/15-05-2010/1
G24277	Vietnam	L1	L1.2.1	15-01-2010	G24277/15-01-2010/1
G24278	Vietnam	L2	L2.2.1	15-08-2010	G24278/15-08-2010/1
G24279	Vietnam	L2	L2.2.1	15-07-2010	G24279/15-07-2010/1
G24280	Vietnam	L4	L4.4.2	15-07-2010	G24280/15-07-2010/1
G24281	Vietnam	L2	L2.2.1	15-07-2010	G24281/15-07-2010/1
G24282	Vietnam	L4	L4.2.2	15-03-2010	G24282/15-03-2010/1
G24283	Vietnam	L2	L2.2.1.1	15-06-2010	G24283/15-06-2010/1
G24284	Vietnam	L2	L2.2.1.1	15-12-2009	G24284/15-12-2009/1
G24285	Vietnam	L1	L1.1.1.1	15-03-2010	G24285/15-03-2010/1
G24286	Vietnam	L2	L2.2.1.1	15-03-2010	G24286/15-03-2010/1
G24287	Vietnam	L2	L2.2.1	15-05-2010	G24287/15-05-2010/1
G24288	Vietnam	L1	L1.2.1	15-04-2010	G24288/15-04-2010/1
G24289	Vietnam	L2	L2.2.1.1	15-05-2010	G24289/15-05-2010/1
G24290	Vietnam	L2	L2.2.1.1	15-12-2010	G24290/15-12-2010/1
G24291	Vietnam	L2	L2.2.1	15-04-2010	G24291/15-04-2010/1
G24292	Vietnam	L2	L2.2.1	15-08-2010	G24292/15-08-2010/1
G24293	Vietnam	L4	L4.5	15-12-2009	G24293/15-12-2009/1
G24294	Vietnam	L2	L2.2.1	15-08-2010	G24294/15-08-2010/1
G24295	Vietnam	L2	L2.2.1	15-03-2010	G24295/15-03-2010/1
G24296	Vietnam	L2	L2.2.1	15-03-2010	G24296/15-03-2010/1
G24297	Vietnam	L2	L2.2.1	15-07-2010	G24297/15-07-2010/1
G24298	Vietnam	L2	L2.2.1	15-08-2010	G24298/15-08-2010/1
G24299	Vietnam	L4	L4.2.2	15-10-2010	G24299/15-10-2010/1
G24300	Vietnam	L4	L4.1.2.1	15-08-2010	G24300/15-08-2010/1
G24301	Vietnam	L2	L2.2.1	15-04-2010	G24301/15-04-2010/1
G24302	Vietnam	L2	L2.2.2	15-04-2010	G24302/15-04-2010/1
G24303	Vietnam	L4	L4.1.2.1	15-08-2010	G24303/15-08-2010/1
G24304	Vietnam	L2	L2.2.1	15-03-2010	G24304/15-03-2010/1
G24305	Vietnam	L2	L2.2.1	15-03-2010	G24305/15-03-2010/1
G24306	Vietnam	L1	L1.1.1.1	15-03-2010	G24306/15-03-2010/1
G24307	Vietnam	L2	L2.2.1.1	15-05-2010	G24307/15-05-2010/1
G24308	Vietnam	L2	L2.2.1	15-08-2010	G24308/15-08-2010/1
G24309	Vietnam	L2	L2.2.1	15-02-2010	G24309/15-02-2010/1
G24310	Vietnam	L2	L2.2.1	15-05-2010	G24310/15-05-2010/1
G24311	Vietnam	L1	L1.1.1.1	15-08-2010	G24311/15-08-2010/1
G24312	Vietnam	L4	L4.1.2	15-07-2010	G24312/15-07-2010/1
G24313	Vietnam	L2	L2.2.1	15-12-2009	G24313/15-12-2009/1
G24314	Vietnam	L2	L2.2.1.1	15-07-2010	G24314/15-07-2010/1
G24315	Vietnam	L2	L2.2.1	15-03-2010	G24315/15-03-2010/1
G24316	Vietnam	L2	L2.2.1.1	15-05-2010	G24316/15-05-2010/1
G24317	Vietnam	L2	L2.2.1	15-06-2010	G24317/15-06-2010/1
G24318	Vietnam	L2	L2.2.1	15-03-2010	G24318/15-03-2010/1
G24319	Vietnam	L1	L1.1.1.1	15-04-2010	G24319/15-04-2010/1
G24320	Vietnam	L2	L2.1	15-12-2009	G24320/15-12-2009/1
G24321	Vietnam	L2	L2.2.1.1	15-05-2010	G24321/15-05-2010/1
G24322	Vietnam	L1	L1.1.1.1	15-04-2010	G24322/15-04-2010/1
G24323	Vietnam	L1	L1.1.1.1	15-08-2010	G24323/15-08-2010/1
G24324	Vietnam	L2	L2.2.1.1	15-06-2010	G24324/15-06-2010/1
G24325	Vietnam	L1	L1.1.1.1	15-02-2010	G24325/15-02-2010/1
G24326	Vietnam	L1	L1.1.1.1	15-06-2010	G24326/15-06-2010/1
G24327	Vietnam	L2	L2.2.1	15-04-2010	G24327/15-04-2010/1
G24328	Vietnam	L1	L1.1.1.1	15-06-2010	G24328/15-06-2010/1
G24329	Vietnam	L1	L1.1.1.1	15-07-2010	G24329/15-07-2010/1
G24330	Vietnam	L4	L4.4.2	15-07-2010	G24330/15-07-2010/1
G24331	Vietnam	L2	L2.2.1	15-01-2011	G24331/15-01-2011/1
G24332	Vietnam	L2	L2.2.1	15-02-2010	G24332/15-02-2010/1
G24333	Vietnam	L1	L1.2.1	15-05-2010	G24333/15-05-2010/1
G24134	Vietnam	L4	L4.4.2	15-03-2010	G24134/15-03-2010/1
G24135	Vietnam	L2	L2.2.1	15-08-2010	G24135/15-08-2010/1
G24136	Vietnam	L2	L2.2.1	15-02-2010	G24136/15-02-2010/1
G24137	Vietnam	L2	L2.2.1	15-11-2010	G24137/15-11-2010/1
G24138	Vietnam	L2	L2.2.1.1	15-05-2010	G24138/15-05-2010/1
G24139	Vietnam	L2	L2.2.1	15-06-2010	G24139/15-06-2010/1
G24140	Vietnam	L1	L1.1.1.1	15-05-2010	G24140/15-05-2010/1
G24141	Vietnam	L1	L1.1.1.1	15-04-2010	G24141/15-04-2010/1
G24142	Vietnam	L1	L1.1.1.1	15-05-2010	G24142/15-05-2010/1
G24143	Vietnam	L2	L2.2.1	15-03-2010	G24143/15-03-2010/1
G24144	Vietnam	L2	L2.2.1	15-01-2010	G24144/15-01-2010/1
G24145	Vietnam	L1	L1.1.1.1	15-07-2010	G24145/15-07-2010/1
G24146	Vietnam	L1	L1.1.1.1	15-08-2010	G24146/15-08-2010/1
G24147	Vietnam	L1	L1.1.1.1	15-03-2010	G24147/15-03-2010/1
G24148	Vietnam	L2	L2.2.1	15-03-2010	G24148/15-03-2010/1
G24149	Vietnam	L4	L4.1.2.1	15-08-2010	G24149/15-08-2010/1
G24150	Vietnam	L2	L2.2.1	15-04-2010	G24150/15-04-2010/1
G24151	Vietnam	L2	L2.2.1	15-03-2010	G24151/15-03-2010/1
G24152	Vietnam	L4	L4.5	15-01-2011	G24152/15-01-2011/1
G24153	Vietnam	L2	L2.2.2	15-12-2009	G24153/15-12-2009/1
G24154	Vietnam	L2	L2.2.1.1	15-06-2010	G24154/15-06-2010/1
G24155	Vietnam	L2	L2.2.1	15-07-2010	G24155/15-07-2010/1
G24156	Vietnam	L2	L2.2.1.1	15-03-2010	G24156/15-03-2010/1
G24157	Vietnam	L2	L2.2.1	15-07-2010	G24157/15-07-2010/1
G24158	Vietnam	L4	L4.8	15-07-2010	G24158/15-07-2010/1
G24159	Vietnam	L1	L1.1.1.1	15-07-2010	G24159/15-07-2010/1
G24160	Vietnam	L2	L2.2.1	15-09-2010	G24160/15-09-2010/1
G24161	Vietnam	L2	L2.1	15-06-2010	G24161/15-06-2010/1
G24162	Vietnam	L2	L2.2.1	15-01-2010	G24162/15-01-2010/1
G24163	Vietnam	L4	L4.5	15-08-2010	G24163/15-08-2010/1
G24164	Vietnam	L2	L2.2.1	15-03-2011	G24164/15-03-2011/1
G24165	Vietnam	L2	L2.2.1	15-08-2010	G24165/15-08-2010/1
G24166	Vietnam	L2	L2.2.1	15-10-2010	G24166/15-10-2010/1
G24167	Vietnam	L2	L2.2.1	15-09-2010	G24167/15-09-2010/1
G24168	Vietnam	L2	L2.2.1	15-08-2010	G24168/15-08-2010/1
G24169	Vietnam	L2	L2.2.1	15-02-2010	G24169/15-02-2010/1
G24170	Vietnam	L2	L2.2.1	15-03-2010	G24170/15-03-2010/1
G24171	Vietnam	L2	L2.2.1	15-07-2010	G24171/15-07-2010/1
G24172	Vietnam	L2	L2.2.1	15-03-2010	G24172/15-03-2010/1
G24173	Vietnam	L2	L2.2.1	15-08-2010	G24173/15-08-2010/1
G24174	Vietnam	L2	L2.2.1	15-01-2010	G24174/15-01-2010/1
G24175	Vietnam	L2	L2.2.1	15-03-2010	G24175/15-03-2010/1
G24176	Vietnam	L1	L1.1.1	15-04-2010	G24176/15-04-2010/1
G24177	Vietnam	L2	L2.2.1.1	15-08-2010	G24177/15-08-2010/1
G24178	Vietnam	L2	L2.2.1.1	15-01-2010	G24178/15-01-2010/1
G24179	Vietnam	L2	L2.2.2	15-01-2010	G24179/15-01-2010/1
G24180	Vietnam	L2	L2.2.1.1	15-01-2010	G24180/15-01-2010/1
G24181	Vietnam	L1	L1.1.1.1	15-01-2010	G24181/15-01-2010/1
G24182	Vietnam	L2	L2.2.1	15-04-2010	G24182/15-04-2010/1
G24183	Vietnam	L2	L2.2.1	15-12-2009	G24183/15-12-2009/1
G24184	Vietnam	L2	L2.2.1	15-10-2010	G24184/15-10-2010/1
G24185	Vietnam	L2	L2.2.1	15-08-2010	G24185/15-08-2010/1
G24186	Vietnam	L1	L1.1.1	15-04-2010	G24186/15-04-2010/1
G24187	Vietnam	L4	L4.1.2.1	15-01-2010	G24187/15-01-2010/1
G24188	Vietnam	L2	L2.2.1	15-01-2010	G24188/15-01-2010/1
G24189	Vietnam	L2	L2.2.1	15-12-2009	G24189/15-12-2009/1
G24190	Vietnam	L2	L2.2.1	15-03-2010	G24190/15-03-2010/1
G24191	Vietnam	L2	L2.1	15-06-2010	G24191/15-06-2010/1
G24192	Vietnam	L2	L2.2.1	15-06-2010	G24192/15-06-2010/1
G24193	Vietnam	L2	L2.2.2	15-02-2010	G24193/15-02-2010/1
G24194	Vietnam	L2	L2.2.2	15-03-2010	G24194/15-03-2010/1
G24195	Vietnam	L2	L2.2.1.1	15-08-2010	G24195/15-08-2010/1
G24196	Vietnam	L2	L2.2.1.1	15-04-2010	G24196/15-04-2010/1
G24197	Vietnam	L2	L2.1	15-06-2009	G24197/15-06-2009/1
G24198	Vietnam	L2	L2.2.1	15-05-2009	G24198/15-05-2009/1
G24199	Vietnam	L1	L1.1.1.1	15-09-2009	G24199/15-09-2009/1
G24200	Vietnam	L4	L4.8	15-12-2009	G24200/15-12-2009/1
G24201	Vietnam	L1	L1.1.1.1	15-12-2009	G24201/15-12-2009/1
G24202	Vietnam	L2	L2.2.1	15-10-2009	G24202/15-10-2009/1
G24203	Vietnam	L2	L2.2.1	15-12-2009	G24203/15-12-2009/1
G24204	Vietnam	L2	L2.2.1	15-12-2009	G24204/15-12-2009/1
G24205	Vietnam	L2	L2.2.1	15-06-2010	G24205/15-06-2010/1
G24206	Vietnam	L2	L2.2.1	15-11-2009	G24206/15-11-2009/1
G24207	Vietnam	L2	L2.2.1	15-11-2009	G24207/15-11-2009/1
G24208	Vietnam	L1	L1.2.1	15-10-2009	G24208/15-10-2009/1
G24209	Vietnam	L1	L1.1.1.1	15-06-2009	G24209/15-06-2009/1
G24210	Vietnam	L1	L1.1.1.1	15-08-2009	G24210/15-08-2009/1
G24211	Vietnam	L2	L2.2.1	15-03-2009	G24211/15-03-2009/1
G24212	Vietnam	L2	L2.2.1.1	15-06-2009	G24212/15-06-2009/1
G24213	Vietnam	L2	L2.2.1	15-12-2009	G24213/15-12-2009/1
G24214	Vietnam	L4	L4.2.2	15-04-2009	G24214/15-04-2009/1
G24215	Vietnam	L1	L1.1.1.1	15-12-2009	G24215/15-12-2009/1
G24216	Vietnam	L1	L1.1.1	15-11-2009	G24216/15-11-2009/1
G24217	Vietnam	L2	L2.2.1	15-04-2009	G24217/15-04-2009/1
G24218	Vietnam	L2	L2.2.1	15-01-2010	G24218/15-01-2010/1
G24219	Vietnam	L2	L2.2.1	15-11-2009	G24219/15-11-2009/1
G24220	Vietnam	L2	L2.2.1	15-04-2009	G24220/15-04-2009/1
G24221	Vietnam	L2	L2.2.1	15-05-2009	G24221/15-05-2009/1
G24222	Vietnam	L2	L2.2.1	15-04-2009	G24222/15-04-2009/1
G24223	Vietnam	L1	L1.1.1.1	15-10-2009	G24223/15-10-2009/1
G24224	Vietnam	L2	L2.2.1	15-01-2010	G24224/15-01-2010/1
G24225	Vietnam	L2	L2.2.1	15-11-2009	G24225/15-11-2009/1
G24226	Vietnam	L1	L1.1.1.1	15-05-2009	G24226/15-05-2009/1
G24227	Vietnam	L4	L4.4.2	15-06-2009	G24227/15-06-2009/1
G24228	Vietnam	L2	L2.2.1	15-06-2009	G24228/15-06-2009/1
G24229	Vietnam	L1	L1.1.1.1	15-12-2009	G24229/15-12-2009/1
G24230	Vietnam	L2	L2.2.1	15-12-2009	G24230/15-12-2009/1
G24231	Vietnam	L2	L2.2.1	15-08-2009	G24231/15-08-2009/1
G24232	Vietnam	L2	L2.2.1.1	15-05-2010	G24232/15-05-2010/1
G24233	Vietnam	L2	L2.2.1	15-09-2009	G24233/15-09-2009/1
G24034	Vietnam	L2	L2.2.1	15-06-2009	G24034/15-06-2009/1
G24035	Vietnam	L2	L2.2.1	15-01-2010	G24035/15-01-2010/1
G24036	Vietnam	L2	L2.2.1.1	15-10-2009	G24036/15-10-2009/1
G24037	Vietnam	L1	L1.2.1	15-11-2009	G24037/15-11-2009/1
G24038	Vietnam	L1	L1.1.1.1	15-05-2009	G24038/15-05-2009/1
G24039	Vietnam	L1	L1.1.1.1	15-12-2009	G24039/15-12-2009/1
G24040	Vietnam	L1	L1.1.1.1	15-07-2009	G24040/15-07-2009/1
G24041	Vietnam	L2	L2.2.1	15-03-2009	G24041/15-03-2009/1
G24042	Vietnam	L1	L1.1.1.1	15-05-2009	G24042/15-05-2009/1
G24043	Vietnam	L1	L1.1.1.1	15-12-2009	G24043/15-12-2009/1
G24044	Vietnam	L2	L2.2.1	15-06-2009	G24044/15-06-2009/1
G24045	Vietnam	L2	L2.2.1	15-05-2009	G24045/15-05-2009/1
G24046	Vietnam	L2	L2.1	15-09-2009	G24046/15-09-2009/1
G24047	Vietnam	L2	L2.2.2	15-11-2009	G24047/15-11-2009/1
G24048	Vietnam	L2	L2.2.1	15-10-2009	G24048/15-10-2009/1
G24049	Vietnam	L1	L1.1.1.1	15-07-2009	G24049/15-07-2009/1
G24050	Vietnam	L1	L1.1.1.1	15-01-2010	G24050/15-01-2010/1
G24051	Vietnam	L4	L4.1.2.1	15-06-2009	G24051/15-06-2009/1
G24052	Vietnam	L1	L1.1.1.1	15-10-2009	G24052/15-10-2009/1
G24053	Vietnam	L2	L2.2.1	15-07-2009	G24053/15-07-2009/1
G24054	Vietnam	L4	L4.2.2	15-06-2009	G24054/15-06-2009/1
G24055	Vietnam	L1	L1.1.1.1	15-12-2009	G24055/15-12-2009/1
G24056	Vietnam	L4	L4.4.2	15-12-2009	G24056/15-12-2009/1
G24057	Vietnam	L2	L2.2.2	15-03-2009	G24057/15-03-2009/1
G24058	Vietnam	L2	L2.2.1	15-04-2009	G24058/15-04-2009/1
G24059	Vietnam	L2	L2.2.1.1	15-11-2009	G24059/15-11-2009/1
G24060	Vietnam	L4	L4.1.2.1	15-11-2009	G24060/15-11-2009/1
G24061	Vietnam	L4	L4.1.2.1	15-09-2009	G24061/15-09-2009/1
G24062	Vietnam	L2	L2.2.1	15-12-2009	G24062/15-12-2009/1
G24063	Vietnam	L2	L2.2.1	15-11-2009	G24063/15-11-2009/1
G24064	Vietnam	L2	L2.2.1	15-06-2009	G24064/15-06-2009/1
G24065	Vietnam	L1	L1.1.1.1	15-03-2009	G24065/15-03-2009/1
G24066	Vietnam	L2	L2.2.1	15-06-2009	G24066/15-06-2009/1
G24067	Vietnam	L4	L4.5	15-09-2009	G24067/15-09-2009/1
G24068	Vietnam	L2	L2.2.1.1	15-06-2009	G24068/15-06-2009/1
G24069	Vietnam	L2	L2.2.1	15-06-2009	G24069/15-06-2009/1
G24070	Vietnam	L2	L2.2.1	15-09-2009	G24070/15-09-2009/1
G24071	Vietnam	L2	L2.2.1	15-05-2009	G24071/15-05-2009/1
G24072	Vietnam	L2	L2.2.1.1	15-09-2009	G24072/15-09-2009/1
G24073	Vietnam	L2	L2.2.1	15-10-2009	G24073/15-10-2009/1
G24074	Vietnam	L2	L2.2.1	15-12-2009	G24074/15-12-2009/1
G24075	Vietnam	L4	L4.8	15-12-2009	G24075/15-12-2009/1
G24076	Vietnam	L2	L2.2.1.1	15-10-2009	G24076/15-10-2009/1
G24077	Vietnam	L2	L2.2.1	15-10-2009	G24077/15-10-2009/1
G24078	Vietnam	L2	L2.2.1.1	15-05-2009	G24078/15-05-2009/1
G24079	Vietnam	L1	L1.1.1.1	15-09-2009	G24079/15-09-2009/1
G24080	Vietnam	L2	L2.2.1	15-08-2009	G24080/15-08-2009/1
G24081	Vietnam	L2	L2.2.2	15-03-2009	G24081/15-03-2009/1
G24082	Vietnam	L1	L1.1.1.1	15-03-2009	G24082/15-03-2009/1
G24083	Vietnam	L2	L2.2.1	15-06-2009	G24083/15-06-2009/1
G24084	Vietnam	L2	L2.2.1.1	15-07-2009	G24084/15-07-2009/1
G24085	Vietnam	L1	L1.1.1.1	15-12-2009	G24085/15-12-2009/1
G24086	Vietnam	L2	L2.2.1	15-06-2009	G24086/15-06-2009/1
G24087	Vietnam	L1	L1.1.1.1	15-04-2009	G24087/15-04-2009/1
G24088	Vietnam	L2	L2.2.1.1	15-12-2009	G24088/15-12-2009/1
G24089	Vietnam	L2	L2.2.1.1	15-04-2009	G24089/15-04-2009/1
G24090	Vietnam	L2	L2.2.1	15-10-2009	G24090/15-10-2009/1
G24091	Vietnam	L2	L2.2.1	15-09-2009	G24091/15-09-2009/1
G24092	Vietnam	L2	L2.2.1	15-12-2009	G24092/15-12-2009/1
G24093	Vietnam	L2	L2.2.1	15-04-2009	G24093/15-04-2009/1
G24094	Vietnam	L2	L2.2.1.1	15-11-2009	G24094/15-11-2009/1
G24095	Vietnam	L2	L2.2.1.1	15-04-2009	G24095/15-04-2009/1
G24096	Vietnam	L2	L2.2.1.1	15-05-2009	G24096/15-05-2009/1
G24097	Vietnam	L2	L2.1	15-05-2009	G24097/15-05-2009/1
G24098	Vietnam	L2	L2.2.1	15-04-2009	G24098/15-04-2009/1
G24099	Vietnam	L1	L1.1.1	15-09-2009	G24099/15-09-2009/1
G24100	Vietnam	L2	L2.2.1	15-05-2009	G24100/15-05-2009/1
G24101	Vietnam	L1	L1.1.1.1	15-06-2009	G24101/15-06-2009/1
G24102	Vietnam	L2	L2.2.1	15-12-2009	G24102/15-12-2009/1
G24103	Vietnam	L2	L2.2.1	15-04-2009	G24103/15-04-2009/1
G24104	Vietnam	L4	L4.5	15-08-2009	G24104/15-08-2009/1
G24105	Vietnam	L2	L2.2.1	15-11-2009	G24105/15-11-2009/1
G24106	Vietnam	L2	L2.2.1	15-06-2009	G24106/15-06-2009/1
G24107	Vietnam	L2	L2.2.1.1	15-09-2009	G24107/15-09-2009/1
G24108	Vietnam	L2	L2.2.1.1	15-04-2009	G24108/15-04-2009/1
G24109	Vietnam	L1	L1.1.1.1	15-08-2009	G24109/15-08-2009/1
G24110	Vietnam	L2	L2.2.1	15-07-2009	G24110/15-07-2009/1
G24111	Vietnam	L2	L2.2.1	15-04-2009	G24111/15-04-2009/1
G24112	Vietnam	L1	L1.2.1	15-05-2009	G24112/15-05-2009/1
G24113	Vietnam	L2	L2.2.1	15-10-2009	G24113/15-10-2009/1
G24114	Vietnam	L2	L2.2.1.1	15-01-2010	G24114/15-01-2010/1
G24115	Vietnam	L4	L4.6.2.2	15-09-2009	G24115/15-09-2009/1
G24116	Vietnam	L1	L1.1.1.1	15-05-2009	G24116/15-05-2009/1
G24117	Vietnam	L2	L2.2.1	15-12-2009	G24117/15-12-2009/1
G24118	Vietnam	L4	L4.2.2	15-06-2009	G24118/15-06-2009/1
G24119	Vietnam	L4	L4.3.3	15-06-2009	G24119/15-06-2009/1
G24120	Vietnam	L2	L2.2.1.1	15-11-2009	G24120/15-11-2009/1
G24121	Vietnam	L2	L2.2.1	15-09-2009	G24121/15-09-2009/1
G24122	Vietnam	L4	L4.4.2	15-04-2009	G24122/15-04-2009/1
G24123	Vietnam	L2	L2.2.1	15-08-2009	G24123/15-08-2009/1
G24124	Vietnam	L2	L2.2.1	15-12-2009	G24124/15-12-2009/1
G24125	Vietnam	L2	L2.2.1	15-06-2009	G24125/15-06-2009/1
G24126	Vietnam	L2	L2.2.1	15-01-2010	G24126/15-01-2010/1
G24127	Vietnam	L2	L2.2.1	15-09-2009	G24127/15-09-2009/1
G24128	Vietnam	L2	L2.2.2	15-04-2009	G24128/15-04-2009/1
G24129	Vietnam	L1	L1.1.1.1	15-05-2009	G24129/15-05-2009/1
G24130	Vietnam	L1	L1.1.1.1	15-07-2009	G24130/15-07-2009/1
G24131	Vietnam	L2	L2.2.1	15-11-2009	G24131/15-11-2009/1
G24132	Vietnam	L2	L2.1	15-12-2009	G24132/15-12-2009/1
G24133	Vietnam	L2	L2.2.1	15-07-2009	G24133/15-07-2009/1
